experiment_id,dataset_name,model_type,fusion_strategy,curve_threshold,precision,recall,f1
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.6326530612244897,0.5681362725450901,0.5853406744666207,0.5766101694915254
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.6530612244897959,0.5952727272727273,0.5633172746042671,0.5788543140028288
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.673469387755102,0.6243050039714059,0.540949759119064,0.5796460176991151
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.6938775510204082,0.659041864479931,0.5254645560908465,0.5847214244686961
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.7142857142857142,0.6909005628517824,0.5068823124569856,0.5847558554982136
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.7346938775510203,0.7091988130563798,0.49346180316586374,0.5819805194805194
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.7551020408163265,0.7198525539757767,0.47040605643496214,0.5689906347554631
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.7755102040816326,0.7426997245179063,0.4638678596008259,0.5710654522346961
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.7959183673469387,0.7494047619047619,0.4332415691672402,0.5490623637156563
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.8163265306122448,0.772785622593068,0.41431520991052995,0.5394265232974911
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.836734693877551,0.7859725234996384,0.3740536820371645,0.506878060153882
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.8571428571428571,0.813588850174216,0.321403991741225,0.46077947705969413
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.8775510204081632,0.8297413793103449,0.2649690295939436,0.4016692749087115
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.8979591836734693,0.842911877394636,0.22711631108052305,0.3578205475738683
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.9183673469387754,0.8354203935599285,0.1607019958706125,0.26955266955266954
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.9387755102040816,0.8401360544217688,0.08499655884377151,0.154375
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.9591836734693877,0.9529411764705882,0.027873365450791467,0.05416248746238716
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,0.9795918367346939,0.5,0.0006882312456985547,0.0013745704467353953
c94f7b75-f14d-4898-8055-ea05bc45d1f6,CICIDS,Ensemble_without_LUNAR,rank_mean,1.0,0.0,0.0,0.0
2d7da335-da83-493c-a5a0-ac1750543f56,UNSW_NB15,Ensemble_without_LUNAR,rank_mean,0.0,0.5505833333333333,1.0,0.7101628419412049
2d7da335-da83-493c-a5a0-ac1750543f56,UNSW_NB15,Ensemble_without_LUNAR,rank_mean,0.02040816326530612,0.5525171433350059,1.0,0.7117694586587665
2d7da335-da83-493c-a5a0-ac1750543f56,UNSW_NB15,Ensemble_without_LUNAR,rank_mean,0.04081632653061224,0.556425804278255,1.0,0.7150045993182187
2d7da335-da83-493c-a5a0-ac1750543f56,UNSW_NB15,Ensemble_without_LUNAR,rank_mean,0.061224489795918366,0.5612470268433571,1.0,0.7189727406278905
2d7da335-da83-493c-a5a0-ac1750543f56,UNSW_NB15,Ensemble_without_LUNAR,rank_mean,0.08163265306122448,0.568624074392974,0.9995459361283487,0.7248778881510345
