number,value,datetime_start,datetime_complete,duration,params_epsilon,params_k,params_lr,params_n_epochs,params_proportion,params_samples,params_wd,state
119,0.8724217468520659,2026-08-05 01:40:16.008353,2026-08-05 01:40:45.843626,0 days 00:00:29.835273,0.27000926648401796,6,0.0006958851573758294,300,1,SUBSPACE,0.006798765097169877,COMPLETE
120,0.8747144023589215,2026-08-05 01:40:45.916367,2026-08-05 01:41:16.704809,0 days 00:00:30.788442,0.28406530887377107,5,0.00038079106369617546,300,1,SUBSPACE,0.005386297779192756,COMPLETE
121,0.8806959012044164,2026-08-05 01:41:16.767894,2026-08-05 01:41:46.881753,0 days 00:00:30.113859,0.2756674329398476,5,0.0005764853237646537,300,1,SUBSPACE,0.002502566325694126,COMPLETE
122,0.8800786710957016,2026-08-05 01:41:46.944829,2026-08-05 01:42:16.885080,0 days 00:00:29.940251,0.26587844133765337,5,0.0005687409609526462,300,1,SUBSPACE,0.003450076796649289,COMPLETE
123,0.8805989857800843,2026-08-05 01:42:16.963765,2026-08-05 01:42:46.534859,0 days 00:00:29.571094,0.2753254310982801,5,0.0005872185007281197,300,1,SUBSPACE,0.0035653279478129432,COMPLETE
124,0.8723987294387869,2026-08-05 01:42:46.606987,2026-08-05 01:43:16.396522,0 days 00:00:29.789535,0.27635103951790574,6,0.000560192739451862,300,1,SUBSPACE,0.003530222365319197,COMPLETE
125,0.8745448003663403,2026-08-05 01:43:16.469807,2026-08-05 01:43:46.471194,0 days 00:00:30.001387,0.3215763880102922,5,0.00046479784053485865,300,1,SUBSPACE,0.0027190787982251993,COMPLETE
126,0.8678700533761698,2026-08-05 01:43:46.534482,2026-08-05 01:44:16.654489,0 days 00:00:30.120007,0.3108593938579341,6,0.0004024246856015709,300,1,UNIFORM,0.004004767913799431,COMPLETE
127,0.8702008693313564,2026-08-05 01:44:16.731496,2026-08-05 01:44:45.830519,0 days 00:00:29.099023,0.2884279302995587,5,0.0002757916772457905,300,1,SUBSPACE,0.004356620315400397,COMPLETE
128,0.879977515621555,2026-08-05 01:44:45.906838,2026-08-05 01:45:15.280590,0 days 00:00:29.373752,0.2629255797815529,5,0.0006131446306040642,300,1,SUBSPACE,0.0022909828996361507,COMPLETE
